formula,class,Tc,reduced formula
Nd1Ba1Sr0.95Ca0.05Cu3O7,CuO,67,Nd20Ba20Sr19Ca1Cu60O140
Nd1Ba1Sr0.9Ca0.1Cu3O7,CuO,70,Nd10Ba10Sr9Ca1Cu30O70
Nd1Ba1Sr1Cu3O6.92,CuO,64,Nd25Ba25Sr25Cu75O173
Nd1Ba1Sr1Cu3O6.94,CuO,74,Nd50Ba50Sr50Cu150O347
Nd1Ba1Sr1Cu3O7.02,CuO,49.9,Nd50Ba50Sr50Cu150O351
Nd1Ba2Cu2.55Ni0.45O7,CuO,46,Nd20Ba40Cu51Ni9O140
Nd1Ba2Cu2.775Fe0.225O7,CuO,46,Nd40Ba80Cu111Fe9O280
Nd1Ba2Cu2.775Ni0.225O7,CuO,72,Nd40Ba80Cu111Ni9O280
Nd1Ba2Cu2.7Fe0.3O7,CuO,24,Nd10Ba20Cu27Fe3O70
Nd1Ba2Cu2.7Ni0.3O7,CuO,62,Nd10Ba20Cu27Ni3O70
Nd1Ba2Cu2.85Fe0.15O7,CuO,57,Nd20Ba40Cu57Fe3O140
Nd1Ba2Cu2.85Ga0.15O6.62,CuO,23,Nd100Ba200Cu285Ga15O662
Nd1Ba2Cu2.85Ni0.15O7,CuO,75,Nd20Ba40Cu57Ni3O140
Nd1Ba2Cu2.91Ga0.09O7,CuO,50.1,Nd100Ba200Cu291Ga9O700
Nd1Ba2Cu2.925Fe0.075O7,CuO,66,Nd40Ba80Cu117Fe3O280
Nd1Ba2Cu2.925Ni0.075O7,CuO,80,Nd40Ba80Cu117Ni3O280
Nd1Ba2Cu2.92Zn0.08O7,CuO,36.6,Nd25Ba50Cu73Zn2O175
Nd1Ba2Cu2.94Zn0.06O7,CuO,64.1,Nd50Ba100Cu147Zn3O350
Nd1Ba2Cu2.95Ga0.05O6.59,CuO,53,Nd100Ba200Cu295Ga5O659
Nd1Ba2Cu2.96Zn0.04O7,CuO,72.7,Nd25Ba50Cu74Zn1O175
Nd1Ba2Cu2.97Ga0.03O7,CuO,70.5,Nd100Ba200Cu297.000000000000Ga3O700
Nd1Ba2Cu2.98Zn0.02O7,CuO,85.5,Nd50Ba100Cu149Zn1O350
Nd1Ba2Cu2.98Zn0.02O7,CuO,86,Nd50Ba100Cu149Zn1O350
Nd1Ba2Cu2.99Ga0.01O7,CuO,81.2,Nd100Ba200Cu299.000000000000Ga1O700
Nd1Ba2Cu2.99Zn0.01O7,CuO,94.5,Nd100Ba200Cu299.000000000000Zn1O700
Nd1Ba2Cu2.9Ga0.1O6.61,CuO,38,Nd100Ba200Cu290Ga10O661
Nd1Ba2Cu2.9Zn0.1O7,CuO,25,Nd10Ba20Cu29Zn1O70
Nd1Ba2Cu3O6.09,CuO,90.5,Nd100Ba200Cu300O609
Nd1Ba2Cu3O6.23,CuO,60.5,Nd100Ba200Cu300O623.00000000000
Nd1Ba2Cu3O6.6,CuO,14,Nd5Ba10Cu15O33
Nd1Ba2Cu3O6.65,CuO,34.3,Nd20Ba40Cu60O133
Nd1Ba2Cu3O6.67,CuO,29,Nd100Ba200Cu300O667
Nd1Ba2Cu3O6.75,CuO,52.8,Nd4Ba8Cu12O27
Nd1Ba2Cu3O6.76,CuO,94,Nd25Ba50Cu75O169
Nd1Ba2Cu3O6.78,CuO,63,Nd50Ba100Cu150O339
Nd1Ba2Cu3O6.81,CuO,91.7,Nd100Ba200Cu300O681
Nd1Ba2Cu3O6.82,CuO,95,Nd50Ba100Cu150O341
Nd1Ba2Cu3O6.84,CuO,93,Nd25Ba50Cu75O171
Nd1Ba2Cu3O6.85,CuO,67.4,Nd20Ba40Cu60O137
Nd1Ba2Cu3O6.86,CuO,78.6,Nd50Ba100Cu150O343
Nd1Ba2Cu3O6.93,CuO,91.5,Nd100Ba200Cu300O693
Nd1Ba2Cu3O6.94,CuO,90,Nd50Ba100Cu150O347
Nd1Ba2Cu3O6.95,CuO,89,Nd20Ba40Cu60O139
Nd1Ba2Cu3O6.98,CuO,91,Nd50Ba100Cu150O349
Nd1Ba2Cu3O7,CuO,67,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,88,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,94.2,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,93.5,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,91.9,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,92.9,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,92,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,87,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,87.5,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,92.2,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,94.5,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,93.4,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,94,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,96,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,95.65,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,95.56,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,85,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,95.85,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,93.3,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,92.81,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,89.7,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,94.4,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,95.1,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,90,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,93.8,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,95,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,91.5,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7,CuO,93.6,Nd1Ba2Cu3O7
Nd1Ba2Cu3O7.04,CuO,82.5,Nd25Ba50Cu75O176
Nd1Ba2Cu3O7.16,CuO,95.3,Nd25Ba50Cu75O179
Nd1Ba2Cu3S1O6,CuO,69,Nd1Ba2Cu3S1O6
Nd1Bi0.94Pb0.06S2F0.3O0.7,other,5.56,Nd50Bi47Pb3S100F15O35
Nd1Bi0.94Pb0.06S2F0.3O0.7,other,5.56,Nd50Bi47Pb3S100F15O35
Nd1Bi0.96Pb0.04S2F0.3O0.7,other,5.35,Nd50Bi48Pb2S100F15O35
Nd1Bi0.96Pb0.04S2F0.3O0.7,other,5.35,Nd50Bi48Pb2S100F15O35
Nd1Bi0.97Pb0.03S2F0.3O0.7,other,5.37,Nd100Bi97Pb3S200F30O70
Nd1Bi0.97Pb0.03S2F0.3O0.7,other,5.37,Nd100Bi97Pb3S200F30O70
Nd1Bi0.98Pb0.02S2F0.3O0.7,other,5.17,Nd50Bi49Pb1S100F15O35
Nd1Bi0.98Pb0.02S2F0.3O0.7,other,5.17,Nd50Bi49Pb1S100F15O35
Nd1Bi0.99Pb0.01S2F0.3O0.7,other,4.85,Nd100Bi99Pb1S200F30O70
Nd1Bi0.99Pb0.01S2F0.3O0.7,other,4.85,Nd100Bi99Pb1S200F30O70
Nd1Bi0.9Pb0.1S2F0.3O0.7,other,4.83,Nd10Bi9Pb1S20F3O7
Nd1Bi0.9Pb0.1S2F0.3O0.7,other,4.83,Nd10Bi9Pb1S20F3O7
Nd1Bi1S2F0.1O0.9,other,4.24,Nd10Bi10S20F1O9
Nd1Bi1S2F0.29O0.71,other,5.2,Nd100Bi100S200F29O71
Nd1Bi1S2F0.29O0.71,other,5.2,Nd100Bi100S200F29O71
Nd1Bi1S2F0.2O0.8,other,5.12,Nd5Bi5S10F1O4
Nd1Bi1S2F0.3O0.7,other,3.55,Nd10Bi10S20F3O7
Nd1Bi1S2F0.3O0.7,other,5.12,Nd10Bi10S20F3O7
Nd1Bi1S2F0.3O0.7,other,5.25,Nd10Bi10S20F3O7
Nd1Bi1S2F0.3O0.74,other,3.51,Nd50Bi50S100F15O37
Nd1Bi1S2F0.4O0.6,other,5.25,Nd5Bi5S10F2O3
Nd1Bi1S2F0.5O0.5,other,4.2,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.37,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.5,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.7,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.78,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.95,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.2,Nd2Bi2S4F1O1
Nd1Bi1S2F0.5O0.5,other,4.5,Nd2Bi2S4F1O1
Nd1Bi1S2F0.6O0.4,other,4.35,Nd5Bi5S10F3O2
Nd1Bi1S2F0.7O0.3,other,4.25,Nd10Bi10S20F7O3
Nd1Bi1S2F0.7O0.3,other,4.75,Nd10Bi10S20F7O3
Nd1Bi1S2F0.7O0.63,other,5.24,Nd100Bi100S200F70O63
Nd1Bi1S2F0.9O0.62,other,5.44,Nd50Bi50S100F45O31
Nd1F0.3Bi1S2O0.7,other,3.52,Nd10F3Bi10S20O7
Nd1F0.3Bi1S2O0.7,other,4.7,Nd10F3Bi10S20O7
Nd1F0.3Bi1S2O0.7,other,3.52,Nd10F3Bi10S20O7
Nd1F0.3Bi1S2O0.7,other,4.7,Nd10F3Bi10S20O7
Nd1F0.5Bi0.84S2O0.5,other,4.5,Nd50F25Bi42S100O25
Nd1F0.5Bi0.84S2O0.5,other,4.5,Nd50F25Bi42S100O25
Nd1F0.5Bi1S2O0.5,other,4.4,Nd2F1Bi2S4O1
Nd1F0.5Bi1S2O0.5,other,4.79,Nd2F1Bi2S4O1
Nd1F0.5Bi1S2O0.5,other,4.4,Nd2F1Bi2S4O1
Nd1F0.7Bi1S2O0.7,other,4.78,Nd10F7Bi10S20O7
Nd1F0.7Bi1S2O0.7,other,4.78,Nd10F7Bi10S20O7
Nd1Fe1P1F0.1O0.9,Fe-co,2.9,Nd10Fe10P10F1O9
Nd1Fe1P1O1,Fe-co,3.1,Nd1Fe1P1O1
Nd1Fe1P1O1,Fe-co,3.83,Nd1Fe1P1O1
Nd1Mo6S8,other,3.5,Nd1Mo6S8
Nd1Ni0.72Bi2.14,other,4.2,Nd50Ni36Bi107
Nd1Ni0.89Bi2,other,4.1,Nd100Ni89Bi200
Nd1Pr0.5Ce0.5Sr2Cu2Nb1O10,CuO,20.5,Nd2Pr1Ce1Sr4Cu4Nb2O20
Nd1Pt1.5Au0.6B2C1,other,3.2,Nd10Pt15Au6B20C10
Nd1Pt2.1B2.4C1.2,other,2.91,Nd10Pt21B24C12
Nd1Pt4Ge12,other,0.7,Nd1Pt4Ge12
Nd1Rh4B4,other,5.3,Nd1Rh4B4
Nd1Rh4B4,other,5.31,Nd1Rh4B4
Nd1Rh4B4,other,5.36,Nd1Rh4B4
Nd1Rh6B6,other,5.4,Nd1Rh6B6
Nd2.1Cu1O4,CuO,30.35,Nd21Cu10O40
Nd2Ba4Cu7O14.525,CuO,66,Nd80Ba160Cu280O581
Nd2Ba4Cu7O15.38,CuO,35,Nd100Ba200Cu350O769
Nd2Cu1F0.1O4,CuO,6,Nd20Cu10F1O40
Nd2Cu1F0.22O3.78,CuO,24.5,Nd100Cu50F11O189
Nd2Cu1F0.24O3.76,CuO,27,Nd50Cu25F6O94
Nd2Cu1F0.2O3.8,CuO,27,Nd10Cu5F1O19
Nd2Cu1F0.2O4,CuO,13,Nd10Cu5F1O20
Nd2Cu1F0.3O3.7,CuO,27,Nd20Cu10F3O37
Nd2Cu1F0.3O3.7,CuO,18.5,Nd20Cu10F3O37
Nd2Cu1F0.3O3.7,CuO,26,Nd20Cu10F3O37
Nd2Cu1F0.3O3.7,CuO,37,Nd20Cu10F3O37
Nd2Cu1F0.3O3.7,CuO,28,Nd20Cu10F3O37
Nd2Cu1F0.3O3.7,CuO,25,Nd20Cu10F3O37
Nd2Cu1F0.3O4,CuO,19,Nd20Cu10F3O40
Nd2Cu1F0.4O3.6,CuO,18.5,Nd10Cu5F2O18
Nd2Cu1F0.4O4,CuO,23,Nd10Cu5F2O20
Nd2Cu1F0.5O3.5,CuO,17.5,Nd4Cu2F1O7
Nd2Cu1F0.5O4,CuO,18,Nd4Cu2F1O8
Nd2Cu1FO4,CuO,22,Nd2Cu1F1O4
Nd2Cu1FO4,CuO,21,Nd2Cu1F1O4
Nd2Cu1O4,CuO,27,Nd2Cu1O4
Nd2Cu1O4,CuO,32,Nd2Cu1O4
Nd2Tl2Sr2Cu3O11,CuO,44,Nd2Tl2Sr2Cu3O11
Ni0.007Ru0.993,other,0.44,Ni7Ru993
Ni0.011V0.989,other,3.82,Ni11V989
Ni0.02Ta1S2,other,3.325,Ni1Ta50S100
Ni0.02Ta1Se2,other,2.5,Ni1Ta50Se100
Ni0.02V0.98,other,3.29,Ni1V49
Ni0.031Ru0.969,other,0.36,Ni31Ru969
Ni0.03V0.97,other,2.11,Ni3V97
Ni0.04Ta1S2,other,4.095,Ni1Ta25S50
Ni0.05Pd0.95Te2,other,1.4,Ni1Pd19Te40
Ni0.05Rh0.04Ti0.91,other,3.5,Ni5Rh4Ti91
Ni0.05Ta1S2,other,2.305,Ni1Ta20S40
Ni0.05Ta1S2,other,3.05,Ni1Ta20S40
Ni0.05Zr1Te3,other,3.1,Ni1Zr20Te60
Ni0.06Ta1S2,other,1.9,Ni3Ta50S100
Ni0.08Ru0.92,other,0.2,Ni2Ru23
Ni0.1Pd0.9Te2,other,1.3,Ni1Pd9Te20
Ni0.1Zr0.9,other,1.5,Ni1Zr9
Ni0.22V0.78,other,0.35,Ni11V39
Ni0.5V0.16Zr0.34,other,0.43,Ni25V8Zr17.0000000000000
Ni16Zr84,other,3.06,Ni4Zr21
Ni17Zr83,other,3,Ni17Zr83
Ni18Zr82,other,2.98,Ni9Zr41
Ni19.5Zr78Mn2.5,other,1.41,Ni39Zr156Mn5
Ni19.75Zr79Mn1.25,other,1.92,Ni79Zr316Mn5
Ni1Sm1,other,1.6,Ni1Sm1
Ni1Sm1,other,1.6,Ni1Sm1
Ni1Ta2,other,0.9,Ni1Ta2
Ni1Zr2,other,1.52,Ni1Zr2
Ni1Zr2,other,1.56,Ni1Zr2
Ni1Zr2,other,1.6,Ni1Zr2
Ni1Zr2,other,2,Ni1Zr2
Ni1Zr2,other,2.44,Ni1Zr2
Ni1Zr2,other,2.77,Ni1Zr2
Ni1Zr3,other,3.35,Ni1Zr3
Ni2.5Cu1.5Zr8,other,1.09,Ni5Cu3Zr16
Ni20Zr80,other,3.17,Ni1Zr4
Ni20Zr80,other,3.77,Ni1Zr4
Ni21Zr79,other,3.06,Ni21Zr79
Ni22Zr78,other,3.47,Ni11Zr39
Ni24Zr76,other,2.94,Ni6Zr19
Ni24Zr76,other,3.29,Ni6Zr19
Ni27Zr73,other,3.1,Ni27Zr73
Ni29Zr71,other,2.64,Ni29Zr71
Ni29Zr71,other,2.92,Ni29Zr71
Ni2As2Sr4Sc2O6,other,2.7,Ni1As1Sr2Sc1O3
Ni2As2Sr4Sc2O6,other,2.8,Ni1As1Sr2Sc1O3
Ni2Hf1Al1,other,0.74,Ni2Hf1Al1
Ni2Hf1Ga1,other,1.12,Ni2Hf1Ga1
Ni2Nb1Al1,other,2.15,Ni2Nb1Al1
Ni2Nb1Ga1,other,1.54,Ni2Nb1Ga1
Ni2Nb1Sn1,other,2.9,Ni2Nb1Sn1
Ni2Nb1Sn1,other,3.4,Ni2Nb1Sn1
Ni2P2Sr4Sc2O6,other,3.45,Ni1P1Sr2Sc1O3
Ni2P2Sr4Sc2O6,other,3.6,Ni1P1Sr2Sc1O3
Ni2Zr0.5Nb0.5Ga1,other,2,Ni4Zr1Nb1Ga2
Ni2Zr0.7Nb0.3Ga1,other,2.3,Ni20Zr7Nb3Ga10
Ni2Zr0.85Nb0.15Ga1,other,2.4,Ni40Zr17Nb3Ga20
Ni2Zr1Al1,other,1.38,Ni2Zr1Al1
Ni2Zr1Ga1,other,2.87,Ni2Zr1Ga1
Ni30Zr70,other,2.58,Ni3Zr7
Ni31Zr69,other,2.44,Ni31Zr69
Ni33Zr67,other,2.6,Ni33Zr67
Ni36.5Zr63.5,other,2.44,Ni73Zr127
Ni40Zr60,other,2.31,Ni2Zr3
Ni45Zr55,other,2,Ni9Zr11
O0.03V0.97,other,2.4,O3V97
O0.105Pd0.285Zr0.61,other,2.09,O1050Pd2849.99999999999Zr6100
O0.105Rh0.285Zr0.61,other,11.8,O1050Rh2849.99999999999Zr6100
O0.14Rh0.287Ti0.573,other,3.37,O1400.00000000000Rh2870Ti5729.9999999999
O0.86Ti1,other,0.47,O43Ti50
O0.91Ti1,other,0.7,O91Ti100
O0.92Ti1,other,0.72,O23Ti25
O0.95Ti1,other,0.8,O19Ti20
O1.06Ti1,other,0.54,O53Ti50
O1.07Ti1,other,1,O107Ti100
O1Re1Ti1,other,5.74,O1Re1Ti1
O1Sn1,other,3.81,O1Sn1
O1Ti1,other,0.58,O1Ti1
O1Ti1,other,0.6,O1Ti1
O1Ti1,other,0.64,O1Ti1
O1Ti1,other,1.06,O1Ti1
O1V3Zr3,other,7.5,O1V3Zr3
O1W3,other,3.35,O1W3
O2,other,0.65,O1
O3Rb0.27W1,other,1.98,O300Rb27W100
O3Rb0.33W1,other,7.7,O300Rb33W100
O3Sr0.08W1,other,2,O75Sr2W25
O3Sr0.08W1,other,4,O75Sr2W25
O3Sr1Ti1,other,0.05,O3Sr1Ti1
O3Sr1Ti1,other,0.12,O3Sr1Ti1
O3Sr1Ti1,other,0.47,O3Sr1Ti1
O3Tl0.03W1,other,2,O300Tl3W100
O3Tl0.03W1,other,2.14,O300Tl3W100
Os0.001Re0.999,other,1.71,Os1Re999
Os0.002Re0.998,other,1.71,Os1Re499
Os0.006Re0.994,other,1.76,Os3Re497
Os0.01Zr0.99,other,1.52,Os1Zr99
Os0.025Zr0.975,other,2.97,Os1Zr39
Os0.0275Re0.9725,other,1.84,Os11Re389
Os0.02Re0.98,other,1.807,Os1Re49
Os0.046Re0.954,other,1.92,Os23Re477
Os0.058Re0.942,other,1.93,Os29Re471
Os0.05Rh0.04Ti0.91,other,3.5,Os5Rh4Ti91
Os0.05Zr0.95,other,5.38,Os1Zr19
Os0.065Re0.935,other,1.92,Os13Re187
Os0.06Re0.94,other,1.93,Os3Re47
Os0.06Zr0.94,other,5.6,Os3Zr47
Os0.06Zr0.94,other,5.7,Os3Zr47
Os0.075W0.925,other,0.9,Os3W37
Os0.07Zr0.93,other,5.66,Os7.0000000000000Zr93
Os0.084Re0.916,other,1.88,Os21Re229
Os0.113Re0.887,other,1.79,Os113Re887
Os0.115Re0.885,other,1.79,Os23Re177
Os0.15W0.85,other,2.2,Os3W17
Os0.1W0.9,other,1.5,Os1W9
Os0.1Zr0.9,other,5.17,Os1Zr9
Os0.232Re0.768,other,1.67,Os29Re96
Os0.25W0.75,other,3.02,Os1W3
Os0.32Rh0.68,other,0.0376,Os8Rh17.0000000000000
Os0.333Ru0.667,other,0.47,Os333Ru667
Os0.34W0.66,other,3.81,Os17.0000000000000W33
Os0.362Re0.638,other,1.35,Os181Re319
Os0.3Re0.7,other,1.54,Os3Re7
Os0.432Re0.568,other,1.18,Os480Re631.1111111111
Os0.55V0.45,other,5.04,Os11V9
Os0.56Re0.44,other,0.94,Os14.0000000000000Re11
Os0.5V0.5,other,5.15,Os1V1
Os0.666Ru0.334,other,0.569,Os333Ru167
Os0.74W0.26,other,4.4,Os37W13
Os0.7Re0.3,other,0.8,Os7Re3
Os0.81Re0.19,other,0.73,Os81.000000000000Re19
Os0.89Re0.11,other,0.7,Os89Re11
Os0.97Rh0.03,other,0.09,Os97Rh3
Os0.9Ru0.1,other,0.584,Os9Ru1
Os1,other,0.62,Os1
Os1,other,0.66,Os1
Os1,other,0.671,Os1
Os10,other,0.478,Os1
Os1Re1Y1,other,2,Os1Re1Y1
Os1Ta1,other,1.95,Os1Ta1
Os1Ti1,other,0.46,Os1Ti1
Os1W3,other,3,Os1W3
Os2.76Re97.24,other,1.844,Os193.006993006992Re6800
Os2Sc1,other,4.6,Os2Sc1
Os2Y1,other,4.7,Os2Y1
Os2Zr1,other,2.9,Os2Zr1
Os2Zr1,other,3,Os2Zr1
Os8.33Re91.67,other,1.876,Os833Re9167
P0.2Si0.8V3,other,16.6,P1Si4V15
P0.3Si0.7V3,other,14.75,P3Si7V30
P0.95Zr1,other,4.6,P19Zr20
P1,other,4,P1
P1,other,5.5,P1
P1,other,5.6,P1
P1,other,5.8,P1
P1,other,6,P1
P1,other,9.5,P1
P1,other,10.7,P1
P1Pb1,other,7.8,P1Pb1
P1Pd3,other,0.35,P1Pd3
P1Rh1,other,1.22,P1Rh1
P1Rh2,other,1.3,P1Rh2
P1Sn1,other,4,P1Sn1
P1W3,other,2.76,P1W3
P1Zr3,other,4.5,P1Zr3
P3Pd7,other,0.7,P3Pd7
P3Pd7,other,1,P3Pd7
P3Sn4,other,1.24,P3Sn4
P4W14O50,other,0.39,P2W7O25
Pb0.01Sn0.99,other,3.752,Pb1Sn99
Pb0.06Tl0.94,other,2.7,Pb3Tl47
Pb0.16Sn0.64In0.2Te1,other,3.31,Pb4Sn16In5Te25
Pb0.184Sn0.736In0.08Te1,other,2.84,Pb23Sn92In10Te125
Pb0.18Sn0.74In0.08Te1,other,2.85,Pb9Sn37In4Te50
Pb0.196Sn0.784In0.02Te1,other,1.68,Pb49Sn196In5Te250
Pb0.19Sn0.76In0.05Te1,other,2.76,Pb19Sn76In5Te100
Pb0.1Yb0.9Mo6Se8,other,6.3,Pb1Yb9Mo60Se80
Pb0.2375Sn0.7125In0.05Te1,other,2.66,Pb19Sn57In4Te80
Pb0.24Bi1.76Sr2Ca1Cu2O8,CuO,68,Pb6Bi44Sr50Ca25Cu50O200
Pb0.252Sn0.588In0.16Te1,other,3.92,Pb63Sn147In40Te250
Pb0.28Sn0.72,other,7.05,Pb7.0000000000000Sn18
Pb0.2Yb0.8Mo6Se8,other,6.7,Pb1Yb4Mo30Se40
Pb0.32Sn0.48In0.2Te1,other,4.19,Pb8Sn12In5Te25
Pb0.3325Sn0.6175In0.05Te1,other,1.61,Pb133Sn247.000000000000In20Te400
Pb0.352Sn0.528In0.12Te1,other,3.6,Pb44Sn66In15Te125
Pb0.35Sn0.35In0.3Te1,other,4.8,Pb7Sn7In6Te20
Pb0.35Sn0.53In0.12Te1,other,3.5,Pb35Sn53In12Te100
Pb0.35Tl0.65,other,3.8,Pb7Tl13
Pb0.36Sn0.64,other,7.75,Pb9Sn16
Pb0.38Sn0.57In0.05Te1,other,0.68,Pb3800Sn5699.9999999999In500Te10000
Pb0.3Bi1.7Sr2Ca2Cu3O10,CuO,107,Pb3Bi17Sr20Ca20Cu30O100
Pb0.3Yb0.7Mo6Se8,other,7.1,Pb3Yb7Mo60Se80
Pb0.42Sn0.42In0.16Te1,other,3.4,Pb21Sn21In8Te50
Pb0.42Sn0.42In0.16Te1,other,4.21,Pb21Sn21In8Te50
Pb0.43Sn0.43In0.16Te1,other,4.17,Pb43Sn43In16Te100
Pb0.445Sn0.445In0.13Te1,other,3.2,Pb89Sn89In26Te200
Pb0.4Sn0.4In0.2Te1,other,4,Pb2Sn2In1Te5
Pb0.4Sn0.4In0.2Te1,other,4.24,Pb2Sn2In1Te5
Pb0.4Tl0.6,other,4.67,Pb2Tl3
Pb0.4Yb0.6Mo6Se8,other,7.9,Pb2Yb3Mo30Se40
Pb0.52Tl0.48,other,5.54,Pb13Tl12
Pb0.57Sn0.43,other,7.45,Pb5699.9999999999Sn4300
Pb0.58Sn0.58Ti2Se5.16,other,3.6,Pb29Sn29Ti100Se258
Pb0.58Sn0.58Ti2Se5.16,other,3.6,Pb29Sn29Ti100Se258
Pb0.5Ca1Sr2Y0.5Cu2O6.93,CuO,30,Pb50Ca100Sr200Y50Cu200O693
Pb0.5Ca1Sr2Y0.5Cu2O6.95,CuO,50,Pb10Ca20Sr40Y10Cu40O139
Pb0.5Ca1Sr2Y0.5Cu2O6.97,CuO,55,Pb50Ca100Sr200Y50Cu200O697
Pb0.5Ca1Sr2Y0.5Cu2O7,CuO,62,Pb1Ca2Sr4Y1Cu4O14
Pb0.5Cd0.5La0.9Sr1.1Cu1O5,CuO,12,Pb5Cd5La9Sr11Cu10O50
Pb0.5Cd0.5La1.1Sr0.9Cu1O5,CuO,37,Pb5Cd5La11Sr9Cu10O50
Pb0.5Cd0.5La1Sr1Cu1O5,CuO,35,Pb1Cd1La2Sr2Cu2O10
Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,CuO,49,Pb1Cd1Sr3Ba1Ca1Y1Cu4O14
Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,CuO,36,Pb5Cd5Sr16Ba4Ca5Y5Cu20O70
Pb0.5Cd0.5Sr1.8Eu1.6Ce0.6Cu2O9,CuO,39,Pb5Cd5Sr18Eu16Ce6Cu20O90
Pb0.5Cd0.5Sr1.8Eu1.6Ce0.6Cu2O9,CuO,15.5,Pb5Cd5Sr18Eu16Ce6Cu20O90
Pb0.5Cd0.5Sr2Ca0.5Y0.5Cu2O7,CuO,65,Pb1Cd1Sr4Ca1Y1Cu4O14
Pb0.5Cd0.5Sr2Tb0.5Ca0.5Cu2O7,CuO,19,Pb1Cd1Sr4Tb1Ca1Cu4O14
Pb0.5Cd0.5Sr2Tb0.6Ca0.4Cu2O7,CuO,19,Pb5Cd5Sr20Tb6Ca4Cu20O70
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,CuO,63.5,Pb1Cd1Sr4Y1Ca1Cu4O14
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,CuO,22,Pb1Cd1Sr4Y1Ca1Cu4O14
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,CuO,70.5,Pb1Cd1Sr4Y1Ca1Cu4O14
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01,CuO,38.7,Pb50Cu50Sr80La120Cu100O501
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,CuO,34.9,Pb5Cu5Sr8La12Cu10O51
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.16,CuO,28,Pb25Cu25Sr40La60Cu50O258
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.25,CuO,25.2,Pb10Cu10Sr16La24Cu20O105
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,CuO,38.5,Pb5000Cu5000Sr9000La11000Cu10000O50199.999999999
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08,CuO,37.7,Pb25Cu25Sr45La55Cu50O254
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.16,CuO,28.1,Pb25Cu25Sr45La55Cu50O258
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.22,CuO,24.9,Pb25Cu25Sr45La55Cu50O261
Pb0.5Cu0.5Sr1La1Cu1O5.03,CuO,36.7,Pb50Cu50Sr100La100Cu100O503
Pb0.5Cu0.5Sr1La1Cu1O5.05,CuO,36.7,Pb10Cu10Sr20La20Cu20O101
Pb0.5Cu0.5Sr1La1Cu1O5.1,CuO,31.9,Pb5Cu5Sr10La10Cu10O51
Pb0.5Cu0.5Sr1La1Cu1O5.15,CuO,28,Pb10Cu10Sr20La20Cu20O103
Pb0.5Cu0.5Sr1La1Cu1O5.19,CuO,24.1,Pb50Cu50Sr100La100Cu100O519.00000000000
